latitude,longitude,current_rain_mm_hr,rain_48h_mm,soil_moisture_pct,forecast_severity,forecast_label,trigger_score,alert_level,alert_status
25.72687,95.57749,6.11,110.92,77.39,1,Light Rain,0.3342,1,Watch
21.59089,93.8123,19.21,198.41,45.57,3,Extreme Storm,0.3437,1,Watch
25.76903,90.92232,46.95,388.6,12.91,2,Heavy Rain,0.5161,2,Warning
24.0863,88.37387,36.93,0.12,50.81,1,Light Rain,0.2848,1,Watch
25.79286,91.54734,3.01,287.02,41.67,1,Light Rain,0.3324,1,Watch
27.46115,90.84558,3.63,7.18,36.26,2,Heavy Rain,0.1561,0,Safe
26.8252,96.15882,8.36,31.98,95.99,1,Light Rain,0.3341,1,Watch
26.0891,93.4066,16.97,24.79,71.45,1,Light Rain,0.3016,1,Watch
21.98494,90.98025,1.15,226.3,27.53,3,Extreme Storm,0.3916,1,Watch
23.28105,96.16835,26.77,422.03,91.53,2,Heavy Rain,0.6473,2,Warning
25.90621,94.29104,3.04,22.7,15.45,3,Extreme Storm,0.1643,0,Safe
28.53199,90.07295,0.99,24.06,77.93,1,Light Rain,0.2513,1,Watch
25.74862,90.66156,2.79,4.34,12.28,0,Clear,0.0,0,Safe
27.44271,97.12146,13.77,28.21,63.73,3,Extreme Storm,0.2839,1,Watch
27.42734,93.64077,7.19,30.04,72.14,2,Heavy Rain,0.2935,1,Watch
26.56175,91.91424,53.03,7.75,87.39,2,Heavy Rain,0.2884,1,Watch
26.9521,91.04372,0.77,99.23,84.79,1,Light Rain,0.3199,1,Watch
26.82437,90.668,1.93,4.04,53.95,1,Light Rain,0.1416,0,Safe
21.76803,88.60476,33.74,59.89,62.15,1,Light Rain,0.3479,1,Watch
21.87304,94.5123,1.08,216.73,27.63,2,Heavy Rain,0.2706,1,Watch
24.94414,93.28339,0.6,277.0,38.89,2,Heavy Rain,0.339,1,Watch
26.35431,89.00448,15.06,50.95,65.84,3,Extreme Storm,0.3182,1,Watch
24.49273,90.7559,150.0,99.39,77.24,0,Clear,0.5092,2,Warning
27.5258,90.98371,83.55,43.38,48.68,1,Light Rain,0.3549,1,Watch
26.69502,91.91007,54.83,312.24,56.12,2,Heavy Rain,0.4927,1,Watch
25.50654,92.96594,2.74,15.98,10.75,2,Heavy Rain,0.1097,0,Safe
26.05761,97.25191,1.26,26.88,38.68,0,Clear,0.1487,0,Safe
27.36791,93.26315,12.8,123.47,52.48,0,Clear,0.2352,0,Safe
23.80508,93.74885,11.69,336.22,97.34,1,Light Rain,0.5465,2,Warning
25.78112,92.72071,24.99,138.78,45.96,0,Clear,0.2313,0,Safe
22.14591,90.03232,65.42,380.39,80.27,2,Heavy Rain,0.644,2,Warning
26.13784,90.96,15.47,41.6,40.16,2,Heavy Rain,0.2729,1,Watch
22.99522,90.15984,1.98,0.97,60.05,3,Extreme Storm,0.2782,1,Watch
22.13795,91.42065,1.91,32.78,62.35,1,Light Rain,0.1394,0,Safe
22.07019,92.21097,0.14,69.79,34.99,2,Heavy Rain,0.2231,0,Safe
27.33865,94.35453,0.62,96.18,77.24,3,Extreme Storm,0.3121,1,Watch
26.82254,96.56997,14.55,7.38,38.95,3,Extreme Storm,0.1896,0,Safe
22.97014,91.55955,8.8,32.46,46.68,0,Clear,0.1727,0,Safe
27.08668,93.12589,1.35,137.01,83.45,0,Clear,0.2634,1,Watch
26.3804,89.67842,1.0,2.3,16.76,3,Extreme Storm,0.1007,0,Safe
22.59906,90.96358,95.12,203.37,43.6,1,Light Rain,0.4363,1,Watch
27.72046,96.33392,0.24,25.66,22.94,2,Heavy Rain,0.117,0,Safe
25.68723,92.28257,28.24,239.47,77.34,3,Extreme Storm,0.4349,1,Watch
23.35906,88.24916,11.54,282.88,75.43,1,Light Rain,0.4519,1,Watch
26.56893,91.91187,40.87,70.96,28.84,1,Light Rain,0.2603,1,Watch
29.07656,88.62134,78.91,65.88,72.46,0,Clear,0.3928,1,Watch
26.02426,97.062,42.38,24.63,72.88,3,Extreme Storm,0.3333,1,Watch
28.45161,95.12367,35.6,374.44,78.69,2,Heavy Rain,0.5888,2,Warning
27.86395,93.43193,1.03,213.65,25.58,0,Clear,0.1883,0,Safe
28.05943,91.4649,11.62,225.0,79.05,1,Light Rain,0.3496,1,Watch
26.07063,90.70507,3.87,159.48,51.15,1,Light Rain,0.2441,0,Safe
26.88149,88.07971,1.12,159.41,51.31,0,Clear,0.1236,0,Safe
24.9352,91.80264,0.14,51.94,69.51,0,Clear,0.1663,0,Safe
27.45703,89.4283,4.07,98.74,48.72,1,Light Rain,0.1691,0,Safe
26.32674,90.33353,8.28,290.38,52.21,1,Light Rain,0.3794,1,Watch
25.12354,93.20288,1.95,11.04,13.23,2,Heavy Rain,0.122,0,Safe
24.87577,91.63902,0.0,439.13,74.24,0,Clear,0.4108,1,Watch
23.77377,94.01532,0.0,125.62,45.81,3,Extreme Storm,0.3314,1,Watch
26.56957,89.39973,31.75,3.42,97.56,1,Light Rain,0.3081,1,Watch
26.01475,91.40309,117.74,6.91,72.72,0,Clear,0.3398,1,Watch
26.19945,92.55001,93.8,368.75,13.2,1,Light Rain,0.3969,1,Watch
28.28098,92.99165,21.74,381.21,19.6,3,Extreme Storm,0.4073,1,Watch
25.8265,92.21531,1.82,34.22,46.11,1,Light Rain,0.1689,0,Safe
26.28377,91.81499,9.29,600.0,65.03,3,Extreme Storm,0.7179,2,Warning
26.97148,90.59097,107.86,15.07,68.82,0,Clear,0.3577,1,Watch
28.88368,92.00375,1.4,406.95,38.95,3,Extreme Storm,0.4584,1,Watch
24.14917,92.45121,0.42,27.22,23.88,1,Light Rain,0.1351,0,Safe
29.24491,90.96218,5.31,96.9,56.06,3,Extreme Storm,0.3192,1,Watch
23.51866,94.39521,8.09,31.93,90.66,3,Extreme Storm,0.3012,1,Watch
22.23272,92.98107,9.62,109.15,71.76,2,Heavy Rain,0.3174,1,Watch
27.00278,93.02395,11.96,30.49,30.46,2,Heavy Rain,0.1601,0,Safe
24.30153,89.71663,5.51,63.26,94.85,0,Clear,0.2825,1,Watch
25.12965,92.76516,2.58,330.3,28.97,2,Heavy Rain,0.3446,1,Watch
25.48432,93.189,102.29,326.68,45.28,1,Light Rain,0.5025,2,Warning
25.39457,91.35488,30.74,87.63,46.89,1,Light Rain,0.3188,1,Watch
26.54581,88.71351,23.16,15.21,56.54,1,Light Rain,0.2216,0,Safe
28.44279,90.96546,4.44,361.18,22.32,3,Extreme Storm,0.4231,1,Watch
26.19054,92.38035,2.8,584.26,31.63,0,Clear,0.4686,1,Watch
28.57844,88.18686,1.06,76.58,66.25,1,Light Rain,0.2844,1,Watch
26.43989,94.0799,18.75,270.56,46.12,1,Light Rain,0.3566,1,Watch
26.18098,89.88417,11.86,275.91,83.76,3,Extreme Storm,0.552,2,Warning
28.80096,95.71355,13.08,377.14,79.09,3,Extreme Storm,0.4561,1,Watch
22.68167,92.24082,18.3,8.28,60.59,1,Light Rain,0.2248,0,Safe
25.48234,91.67824,15.08,554.77,94.32,1,Light Rain,0.6745,2,Warning
27.42472,91.63091,0.31,110.64,53.67,3,Extreme Storm,0.3206,1,Watch
26.52017,93.40267,12.15,28.33,40.15,0,Clear,0.0962,0,Safe
29.49437,93.70658,44.31,158.6,52.24,1,Light Rain,0.3146,1,Watch
24.3425,93.75928,0.19,19.45,34.79,0,Clear,0.0585,0,Safe
23.97755,92.62785,1.0,37.68,91.02,3,Extreme Storm,0.3738,1,Watch
27.29845,92.92525,3.03,20.05,27.18,1,Light Rain,0.1559,0,Safe
24.96614,89.21248,1.61,53.27,76.07,1,Light Rain,0.1959,0,Safe
25.55403,97.04377,19.47,151.87,53.94,1,Light Rain,0.3101,1,Watch
21.58174,90.61097,0.75,143.11,95.42,3,Extreme Storm,0.4006,1,Watch
28.32824,91.33934,18.29,329.82,53.07,3,Extreme Storm,0.5529,2,Warning
22.19133,89.00887,1.32,12.82,15.71,0,Clear,0.0725,0,Safe
24.68059,92.47276,16.51,572.42,83.8,2,Heavy Rain,0.6712,2,Warning
25.6252,88.13069,0.14,70.15,22.92,1,Light Rain,0.1323,0,Safe
23.77288,91.62001,0.44,237.55,51.31,0,Clear,0.3393,1,Watch
25.07269,95.46957,0.91,89.64,82.43,1,Light Rain,0.303,1,Watch
23.8543,94.21121,6.32,4.31,97.18,3,Extreme Storm,0.2848,1,Watch
23.75774,92.25241,8.02,254.22,75.11,1,Light Rain,0.4646,1,Watch
26.1275,92.36556,29.18,166.67,14.01,1,Light Rain,0.2606,1,Watch
22.99494,94.1657,11.77,498.12,13.91,2,Heavy Rain,0.4317,1,Watch
23.67825,92.17448,18.23,150.94,69.99,3,Extreme Storm,0.43,1,Watch
24.29519,88.71026,1.23,306.64,29.95,1,Light Rain,0.2901,1,Watch
26.92639,91.15475,1.2,18.21,31.37,1,Light Rain,0.1003,0,Safe
27.89802,91.70205,77.52,154.91,47.81,2,Heavy Rain,0.4138,1,Watch
26.97055,95.66165,24.88,66.84,54.46,0,Clear,0.2462,0,Safe
29.47991,94.35435,0.8,482.35,67.21,1,Light Rain,0.5431,2,Warning
26.47248,92.20603,0.86,269.12,70.75,0,Clear,0.3953,1,Watch
27.42215,92.06147,16.29,21.56,46.28,1,Light Rain,0.2095,0,Safe
25.93261,90.8442,2.31,600.0,12.72,1,Light Rain,0.5271,2,Warning
26.74029,95.78161,15.67,61.21,37.35,2,Heavy Rain,0.296,1,Watch
23.66023,95.4816,1.14,190.0,34.56,1,Light Rain,0.2604,1,Watch
28.27927,90.76091,100.88,155.46,59.97,3,Extreme Storm,0.5082,2,Warning
26.19946,89.81106,10.0,5.5,14.14,3,Extreme Storm,0.1485,0,Safe
28.61401,96.36977,4.04,19.48,86.45,0,Clear,0.1588,0,Safe
23.25468,90.27245,0.35,6.28,17.87,1,Light Rain,0.0836,0,Safe
27.6272,90.07167,1.27,253.57,50.58,1,Light Rain,0.3063,1,Watch
26.66865,89.10729,11.48,39.13,46.28,1,Light Rain,0.1661,0,Safe
25.8444,92.05432,2.22,40.9,60.38,1,Light Rain,0.2138,0,Safe
24.73003,90.47219,2.8,600.0,13.88,1,Light Rain,0.3887,1,Watch
24.30864,94.1845,2.22,14.71,83.85,0,Clear,0.216,0,Safe
24.78716,94.35594,15.32,546.15,86.42,1,Light Rain,0.6472,2,Warning
26.49457,94.24021,77.9,4.88,82.88,2,Heavy Rain,0.3455,1,Watch
26.6086,93.77478,0.78,20.71,45.72,1,Light Rain,0.2169,0,Safe
25.69723,93.04835,36.78,28.93,45.84,0,Clear,0.2129,0,Safe
25.76268,91.75547,23.08,43.07,55.26,0,Clear,0.257,1,Watch
24.35931,94.86305,11.31,44.51,54.02,1,Light Rain,0.2343,0,Safe
26.66302,96.14616,0.89,7.97,16.96,2,Heavy Rain,0.1303,0,Safe
22.56271,95.27223,18.75,117.03,40.21,1,Light Rain,0.304,1,Watch
23.56131,96.30413,1.24,59.72,56.76,1,Light Rain,0.2697,1,Watch
27.54678,90.48201,11.28,32.9,83.4,3,Extreme Storm,0.4269,1,Watch
22.37827,92.37505,1.07,115.48,48.41,1,Light Rain,0.2282,0,Safe
24.21135,90.27699,6.87,20.34,86.16,1,Light Rain,0.2419,0,Safe
23.20227,93.93933,7.67,19.85,74.45,1,Light Rain,0.1992,0,Safe
25.86284,92.97797,0.92,170.94,17.73,1,Light Rain,0.1541,0,Safe
26.69687,94.30712,103.53,59.35,12.54,3,Extreme Storm,0.3706,1,Watch
24.788,97.03101,50.59,165.62,96.4,1,Light Rain,0.5781,2,Warning
25.61116,91.89663,23.2,151.83,18.1,3,Extreme Storm,0.3455,1,Watch
27.87208,96.95125,1.12,5.65,35.55,0,Clear,0.0873,0,Safe
26.01058,91.98492,33.61,32.91,99.86,0,Clear,0.3583,1,Watch
26.11679,97.04855,0.5,15.66,70.13,2,Heavy Rain,0.2311,0,Safe
22.17523,91.51197,0.25,138.84,71.56,1,Light Rain,0.2856,1,Watch
28.75527,95.57769,0.88,168.75,66.89,1,Light Rain,0.2731,1,Watch
26.44264,91.39223,2.25,252.43,23.35,2,Heavy Rain,0.2584,1,Watch
25.8286,92.88786,30.81,113.23,43.13,1,Light Rain,0.2902,1,Watch
27.81303,89.77081,1.53,153.38,42.8,0,Clear,0.2711,1,Watch
26.34102,92.00701,85.22,270.43,50.96,1,Light Rain,0.5247,2,Warning
22.08429,91.14347,8.84,155.93,33.84,0,Clear,0.2616,1,Watch
25.63053,89.72675,59.44,253.07,64.36,3,Extreme Storm,0.56,2,Warning
21.9745,91.46277,13.97,125.97,47.9,2,Heavy Rain,0.2923,1,Watch
25.96683,91.44559,34.69,33.71,71.32,3,Extreme Storm,0.3376,1,Watch
26.64679,90.45519,0.06,60.07,73.18,3,Extreme Storm,0.3462,1,Watch
27.67661,91.85964,44.56,191.02,30.87,1,Light Rain,0.2449,0,Safe
26.53241,95.78308,0.68,433.73,57.34,3,Extreme Storm,0.5095,2,Warning
28.56333,90.86874,16.38,20.96,42.8,2,Heavy Rain,0.1834,0,Safe
21.66828,88.47614,1.43,251.45,16.1,1,Light Rain,0.2934,1,Watch
29.27835,92.25007,0.85,473.68,29.57,1,Light Rain,0.3694,1,Watch
29.23891,91.2662,1.01,77.17,66.26,2,Heavy Rain,0.3226,1,Watch
21.82326,89.5168,1.24,477.1,17.91,1,Light Rain,0.4137,1,Watch
23.00676,93.59641,1.18,160.46,35.64,2,Heavy Rain,0.2807,1,Watch
29.37245,90.82446,10.69,2.99,23.51,1,Light Rain,0.0932,0,Safe
21.67699,90.64241,12.06,39.13,31.72,2,Heavy Rain,0.1336,0,Safe
28.12588,96.17255,14.09,191.44,24.29,0,Clear,0.2318,0,Safe
26.42269,92.19826,40.87,144.55,14.04,2,Heavy Rain,0.3017,1,Watch
21.64759,96.77696,15.14,91.66,15.98,2,Heavy Rain,0.2128,0,Safe
26.5611,92.0023,2.53,494.18,32.82,1,Light Rain,0.4433,1,Watch
26.31815,92.72858,18.23,31.86,51.97,1,Light Rain,0.1694,0,Safe
28.74256,91.02023,0.27,57.6,68.68,1,Light Rain,0.219,0,Safe
29.27313,88.94975,1.97,25.38,30.42,0,Clear,0.1143,0,Safe
24.49353,92.13709,0.89,37.27,20.64,1,Light Rain,0.0797,0,Safe
26.6308,91.35574,18.85,110.73,54.6,1,Light Rain,0.2366,0,Safe
24.40074,96.13271,28.27,337.16,59.48,2,Heavy Rain,0.4294,1,Watch
22.42507,88.71545,2.0,5.12,44.63,0,Clear,0.1397,0,Safe
23.7338,91.73819,6.69,97.83,94.43,0,Clear,0.333,1,Watch
24.95196,89.19085,9.2,96.82,44.8,2,Heavy Rain,0.3047,1,Watch
28.72581,91.88693,13.46,112.61,95.46,2,Heavy Rain,0.3171,1,Watch
23.18975,96.43415,13.16,240.35,60.76,0,Clear,0.381,1,Watch
26.23335,97.18413,5.02,89.8,45.9,0,Clear,0.2275,0,Safe
21.75609,95.84214,16.05,29.32,23.65,0,Clear,0.1538,0,Safe
21.82731,94.57397,79.81,179.47,63.64,3,Extreme Storm,0.5165,2,Warning
27.8524,88.67139,0.58,241.91,43.16,2,Heavy Rain,0.3457,1,Watch
27.58182,91.90917,12.79,65.29,43.12,3,Extreme Storm,0.2813,1,Watch
29.13486,90.28722,1.87,94.48,30.58,2,Heavy Rain,0.1727,0,Safe
29.31616,88.0109,67.6,20.23,93.56,3,Extreme Storm,0.4252,1,Watch
25.22403,88.24932,9.34,55.12,76.92,1,Light Rain,0.287,1,Watch
29.41326,88.82698,40.51,17.85,69.05,1,Light Rain,0.2754,1,Watch
26.78969,92.74001,2.14,100.65,64.25,2,Heavy Rain,0.3266,1,Watch
26.25191,90.84112,24.68,37.77,49.08,0,Clear,0.1747,0,Safe
26.01091,92.72685,3.18,198.55,51.07,0,Clear,0.2066,0,Safe
29.24249,95.91375,39.26,77.3,52.76,0,Clear,0.192,0,Safe
26.89295,93.67854,15.31,0.65,32.36,1,Light Rain,0.1097,0,Safe
26.42929,91.25367,0.65,127.01,50.66,1,Light Rain,0.2748,1,Watch
21.80083,91.20781,42.18,96.61,85.08,1,Light Rain,0.36,1,Watch
27.15057,93.97638,1.46,439.17,16.12,2,Heavy Rain,0.4141,1,Watch
23.40121,90.79379,0.61,7.53,67.02,2,Heavy Rain,0.1734,0,Safe
24.76312,93.36343,8.66,211.36,73.65,3,Extreme Storm,0.4459,1,Watch
23.29041,93.87171,14.99,56.95,70.0,1,Light Rain,0.2728,1,Watch
24.51494,92.05029,12.23,191.72,89.14,1,Light Rain,0.452,1,Watch
24.07448,88.86934,33.09,508.69,88.16,1,Light Rain,0.6542,2,Warning
29.34892,94.5553,1.07,101.5,84.23,1,Light Rain,0.3439,1,Watch
22.2862,97.10928,0.42,31.91,20.35,1,Light Rain,0.184,0,Safe
25.39992,92.68855,48.7,27.1,86.62,1,Light Rain,0.3507,1,Watch
26.09186,91.91124,27.96,30.39,40.28,0,Clear,0.2289,0,Safe
25.93145,94.45884,11.43,22.4,47.17,2,Heavy Rain,0.2235,0,Safe
28.06776,93.77911,76.18,358.59,58.79,1,Light Rain,0.525,2,Warning
21.80572,89.15258,1.61,52.56,81.99,1,Light Rain,0.2717,1,Watch
26.14909,89.12634,18.9,453.63,61.99,0,Clear,0.4686,1,Watch
24.71581,94.47678,0.76,91.19,16.68,0,Clear,0.0849,0,Safe
24.19562,92.13846,15.29,118.29,47.45,1,Light Rain,0.2334,0,Safe
23.16124,96.18081,14.96,16.05,54.07,0,Clear,0.1587,0,Safe
23.76505,92.02729,32.1,121.18,67.32,2,Heavy Rain,0.3977,1,Watch
23.47242,94.82078,1.32,20.09,37.61,3,Extreme Storm,0.1416,0,Safe
25.15783,96.38425,8.25,112.86,46.34,1,Light Rain,0.2497,0,Safe
24.59906,92.07237,54.09,29.32,60.59,2,Heavy Rain,0.3326,1,Watch
24.51672,88.22032,6.12,225.94,70.97,1,Light Rain,0.427,1,Watch
27.63834,94.84963,44.69,347.56,58.32,2,Heavy Rain,0.504,2,Warning
23.23213,96.99853,0.98,65.45,26.89,2,Heavy Rain,0.2244,0,Safe
24.9323,90.58467,51.72,65.24,23.15,2,Heavy Rain,0.2198,0,Safe
26.7597,94.51285,20.91,235.36,73.04,2,Heavy Rain,0.4228,1,Watch
26.65524,89.95381,1.91,4.87,13.98,2,Heavy Rain,0.1247,0,Safe
25.10571,96.24537,9.86,0.53,91.18,1,Light Rain,0.3024,1,Watch
26.74133,94.59665,1.74,118.58,23.49,1,Light Rain,0.1634,0,Safe
23.71319,92.32446,0.45,401.4,65.96,1,Light Rain,0.4755,1,Watch
25.58647,88.79073,31.47,1.94,73.5,1,Light Rain,0.2642,1,Watch
22.5554,93.77005,18.15,101.58,34.79,1,Light Rain,0.2499,0,Safe
24.8933,90.04276,21.1,157.27,88.49,0,Clear,0.3554,1,Watch
25.58002,90.71278,21.37,12.64,12.18,2,Heavy Rain,0.1322,0,Safe
25.98454,95.36206,14.4,172.85,17.28,3,Extreme Storm,0.3221,1,Watch
26.17538,93.02225,0.38,222.15,45.16,3,Extreme Storm,0.37,1,Watch
21.69567,88.72571,1.22,93.4,96.43,1,Light Rain,0.3654,1,Watch
26.60808,92.81118,0.92,92.03,96.32,0,Clear,0.4036,1,Watch
27.91206,88.17876,107.35,77.19,38.13,3,Extreme Storm,0.3463,1,Watch
22.7588,90.44018,1.01,123.57,78.1,2,Heavy Rain,0.3049,1,Watch
27.26469,89.41389,0.86,24.61,50.11,1,Light Rain,0.1393,0,Safe
27.82206,97.17032,0.57,156.53,79.3,2,Heavy Rain,0.3361,1,Watch
26.40524,91.22882,28.88,296.34,97.53,1,Light Rain,0.5798,2,Warning
26.83532,95.73559,11.64,351.3,59.72,3,Extreme Storm,0.3962,1,Watch
23.30084,96.14783,44.37,221.46,72.79,0,Clear,0.4228,1,Watch
29.27005,94.02844,44.38,97.64,19.62,2,Heavy Rain,0.1935,0,Safe
29.38408,88.61438,6.28,1.44,71.37,2,Heavy Rain,0.2575,1,Watch
26.62497,89.52427,107.89,12.62,97.31,0,Clear,0.4419,1,Watch
26.03568,96.32994,0.12,52.31,67.95,1,Light Rain,0.2745,1,Watch
24.57166,90.77546,62.84,549.86,51.02,2,Heavy Rain,0.6549,2,Warning
24.04832,96.76543,4.45,142.56,21.37,0,Clear,0.149,0,Safe
27.02679,91.15396,13.4,26.69,24.8,1,Light Rain,0.0535,0,Safe
23.58022,95.96568,75.3,6.24,77.13,1,Light Rain,0.447,1,Watch
28.95053,88.05994,6.87,24.65,46.04,2,Heavy Rain,0.2219,0,Safe
28.04597,88.12516,1.38,13.09,76.52,1,Light Rain,0.2532,1,Watch
29.44589,95.96472,0.48,229.1,26.55,2,Heavy Rain,0.3295,1,Watch
23.38046,92.47263,37.99,54.07,51.23,0,Clear,0.2247,0,Safe
29.48934,93.57015,1.89,27.29,43.56,0,Clear,0.1472,0,Safe
28.07114,93.16381,10.47,385.47,63.74,1,Light Rain,0.4957,1,Watch
23.63523,94.03022,14.55,135.73,12.39,0,Clear,0.0867,0,Safe
27.09739,91.99784,33.21,538.09,65.74,1,Light Rain,0.633,2,Warning
26.44638,88.67727,0.2,28.99,26.39,2,Heavy Rain,0.2353,0,Safe
25.98794,91.36922,23.77,192.07,78.18,2,Heavy Rain,0.4997,1,Watch
26.94504,89.5144,18.52,214.39,26.1,0,Clear,0.3003,1,Watch
24.39441,91.72818,16.36,569.51,18.81,2,Heavy Rain,0.5971,2,Warning
25.78739,93.4101,1.52,58.1,56.12,1,Light Rain,0.1645,0,Safe
24.88525,92.08833,31.65,137.43,14.35,2,Heavy Rain,0.2259,0,Safe
26.35689,94.34923,48.18,176.56,59.32,0,Clear,0.3098,1,Watch
24.89484,93.62694,1.87,523.35,36.17,1,Light Rain,0.6156,2,Warning
23.47992,88.95987,6.18,403.91,63.05,2,Heavy Rain,0.5136,2,Warning
27.31736,91.37667,2.9,49.59,53.48,0,Clear,0.115,0,Safe
23.58635,95.5685,25.6,462.38,37.68,2,Heavy Rain,0.4677,1,Watch
27.75846,93.18764,14.27,10.74,76.24,1,Light Rain,0.2592,1,Watch
25.89695,95.58444,0.39,415.58,69.34,2,Heavy Rain,0.4632,1,Watch
26.83628,88.82251,1.08,513.58,17.93,3,Extreme Storm,0.5638,2,Warning
26.95069,92.07465,0.34,18.39,98.56,0,Clear,0.2908,1,Watch
25.83904,90.85647,85.97,11.25,55.64,2,Heavy Rain,0.3691,1,Watch
25.43882,95.62765,31.53,21.54,81.7,0,Clear,0.229,0,Safe
23.50644,94.41703,50.46,22.28,89.06,0,Clear,0.2688,1,Watch
25.17403,89.04596,51.47,46.01,23.02,2,Heavy Rain,0.2546,1,Watch
25.09563,95.31217,1.64,234.12,14.91,0,Clear,0.2016,0,Safe
26.75568,92.93533,0.95,456.39,23.39,1,Light Rain,0.3463,1,Watch
25.36775,94.01325,0.37,4.39,10.7,2,Heavy Rain,0.0948,0,Safe
26.23664,96.99857,0.22,16.38,10.42,1,Light Rain,0.0686,0,Safe
25.8745,90.03795,4.73,494.19,81.22,2,Heavy Rain,0.6366,2,Warning
28.1726,92.89243,9.73,54.68,13.9,2,Heavy Rain,0.2383,0,Safe
25.89024,96.24636,30.68,192.83,22.32,3,Extreme Storm,0.2523,1,Watch
23.29358,91.48825,41.63,27.26,33.69,1,Light Rain,0.2372,0,Safe
25.17972,89.83073,139.06,19.34,15.75,1,Light Rain,0.2895,1,Watch
27.40424,94.49661,30.59,85.13,43.36,1,Light Rain,0.2663,1,Watch
28.03861,91.41147,0.79,0.47,68.59,1,Light Rain,0.2117,0,Safe
24.47648,97.16492,105.29,242.66,64.19,0,Clear,0.5177,2,Warning
28.57865,97.38275,10.25,112.17,17.28,1,Light Rain,0.1187,0,Safe
23.43126,92.57878,4.91,8.48,74.04,0,Clear,0.2377,0,Safe
26.47646,91.3657,0.7,287.3,38.59,2,Heavy Rain,0.3575,1,Watch
28.36424,88.50414,51.98,175.14,69.26,2,Heavy Rain,0.4989,1,Watch
26.85913,88.30866,102.06,224.45,42.16,3,Extreme Storm,0.5888,2,Warning
27.05641,90.76905,1.52,25.64,69.08,3,Extreme Storm,0.3018,1,Watch
28.01841,91.90038,1.52,48.62,62.16,0,Clear,0.2299,0,Safe
26.31119,92.75484,92.53,600.0,21.83,0,Clear,0.6449,2,Warning
27.5531,91.03331,2.9,293.46,94.27,0,Clear,0.4897,1,Watch
23.92621,92.19125,0.21,241.97,10.23,1,Light Rain,0.2712,1,Watch
26.64977,94.47236,43.42,13.44,28.62,0,Clear,0.1063,0,Safe
26.54196,88.46683,7.2,23.94,98.89,3,Extreme Storm,0.3863,1,Watch
24.6764,92.70315,19.39,600.0,35.04,0,Clear,0.4644,1,Watch
23.19929,97.13108,0.28,13.72,52.74,1,Light Rain,0.1539,0,Safe
22.37794,96.78502,30.79,3.69,16.54,3,Extreme Storm,0.1759,0,Safe
23.38953,97.3207,26.3,50.84,61.22,3,Extreme Storm,0.3542,1,Watch
24.10626,95.7576,2.63,301.14,67.07,1,Light Rain,0.397,1,Watch
23.1452,96.62008,34.6,90.91,18.81,1,Light Rain,0.1922,0,Safe
26.98988,92.82334,53.57,325.81,87.65,2,Heavy Rain,0.6323,2,Warning
29.02419,91.45059,3.33,127.21,51.51,1,Light Rain,0.2876,1,Watch
26.84114,92.12621,2.12,600.0,56.52,1,Light Rain,0.5892,2,Warning
27.46781,91.82253,0.91,2.46,49.77,2,Heavy Rain,0.2242,0,Safe
28.90923,96.63675,25.73,83.43,50.63,1,Light Rain,0.2842,1,Watch
25.28417,88.17718,55.73,62.48,33.83,1,Light Rain,0.331,1,Watch
28.99789,96.36168,3.28,75.2,73.18,0,Clear,0.2302,0,Safe
27.92558,96.91126,2.0,242.02,74.88,0,Clear,0.3218,1,Watch
23.74377,90.55269,4.87,151.36,57.35,1,Light Rain,0.2939,1,Watch
23.66326,89.00488,31.45,236.12,59.24,2,Heavy Rain,0.3866,1,Watch
26.62117,92.19402,1.4,217.79,64.65,2,Heavy Rain,0.3611,1,Watch
27.30097,92.00761,0.54,31.24,72.22,3,Extreme Storm,0.3203,1,Watch
27.73983,88.925,72.06,67.27,14.19,2,Heavy Rain,0.2468,0,Safe
24.31882,92.09116,21.18,117.21,19.74,0,Clear,0.1537,0,Safe
27.24342,91.99216,52.12,18.84,49.85,2,Heavy Rain,0.2798,1,Watch
24.19139,94.69925,0.77,25.45,29.86,2,Heavy Rain,0.1422,0,Safe
29.36437,97.22608,0.78,314.86,97.36,2,Heavy Rain,0.4774,1,Watch
26.45414,92.39907,2.39,391.72,33.38,2,Heavy Rain,0.4557,1,Watch
22.1618,91.82106,1.17,2.1,54.63,1,Light Rain,0.2281,0,Safe
25.61647,90.5789,0.22,9.27,70.04,1,Light Rain,0.253,1,Watch
25.94586,92.49032,2.49,287.84,13.68,1,Light Rain,0.3013,1,Watch
25.65805,92.09737,10.03,76.65,21.26,1,Light Rain,0.1377,0,Safe
22.82039,91.00358,14.01,532.41,39.99,1,Light Rain,0.5186,2,Warning
26.99934,90.57511,1.98,99.06,67.62,0,Clear,0.2072,0,Safe
27.97978,90.70073,7.89,66.27,48.64,3,Extreme Storm,0.2735,1,Watch
29.4414,91.52538,4.98,92.82,81.92,1,Light Rain,0.3065,1,Watch
28.10458,90.70608,13.72,46.76,46.41,2,Heavy Rain,0.1813,0,Safe
26.83369,95.48046,0.3,442.89,29.01,3,Extreme Storm,0.4736,1,Watch
21.55302,97.35726,25.16,448.74,14.29,3,Extreme Storm,0.4556,1,Watch
23.68316,88.10849,39.55,467.26,55.04,2,Heavy Rain,0.5923,2,Warning
28.00685,92.85035,10.65,102.32,30.27,1,Light Rain,0.1856,0,Safe
26.55322,92.65192,111.97,83.65,43.72,1,Light Rain,0.3989,1,Watch
