latitude,longitude,slope_degrees,elevation_m,land_use_code,land_use_label,soil_code,soil_label,susceptibility_score,is_susceptible
22.07308,92.16283,8.14,288.3,2,Degraded Forest,1,Laterite,0.1369,0
26.94604,96.20912,33.0,1363.2,3,Urban,0,Granite/Gneiss,0.3335,0
25.76888,92.14745,33.18,1262.0,4,Barren,3,Colluvial,0.6448,1
26.55771,95.28251,19.22,1295.6,0,Dense Forest,4,Shale,0.43,0
22.71913,93.14274,17.63,279.3,2,Degraded Forest,1,Laterite,0.2065,0
26.94752,93.25509,39.58,1002.6,0,Dense Forest,0,Granite/Gneiss,0.2031,0
23.00123,88.11896,26.35,345.5,4,Barren,4,Shale,0.5551,1
25.32969,91.88934,21.33,1143.6,0,Dense Forest,3,Colluvial,0.3839,0
25.62411,92.4049,33.44,961.0,1,Agriculture,4,Shale,0.516,0
26.25719,91.32553,40.79,1351.9,0,Dense Forest,1,Laterite,0.3854,0
27.60133,95.07703,42.73,1189.9,2,Degraded Forest,2,Alluvial,0.4587,0
26.4256,88.91962,30.18,1005.9,1,Agriculture,4,Shale,0.4564,0
28.27224,92.69688,21.31,1409.8,2,Degraded Forest,2,Alluvial,0.3389,0
26.57149,92.65497,35.69,1268.2,1,Agriculture,3,Colluvial,0.4851,0
25.2415,93.17736,41.66,1300.2,1,Agriculture,3,Colluvial,0.5081,0
23.94764,94.12014,30.77,1099.6,1,Agriculture,3,Colluvial,0.4205,0
25.81049,93.30546,37.2,1281.4,0,Dense Forest,4,Shale,0.5304,0
22.35422,95.37454,19.55,50.0,0,Dense Forest,1,Laterite,0.1603,0
24.95434,97.16277,35.13,726.8,2,Degraded Forest,1,Laterite,0.406,0
28.68273,91.17899,44.36,1108.3,1,Agriculture,0,Granite/Gneiss,0.3351,0
26.39049,94.12814,19.37,1233.4,0,Dense Forest,4,Shale,0.399,0
27.87705,92.95266,46.05,1859.8,1,Agriculture,1,Laterite,0.4099,0
22.90497,89.87009,13.38,579.2,0,Dense Forest,0,Granite/Gneiss,0.1515,0
27.17259,95.64432,36.81,1023.2,1,Agriculture,4,Shale,0.4729,0
26.64653,90.77905,40.21,1535.7,4,Barren,2,Alluvial,0.6167,1
26.348,92.15582,27.19,1431.7,1,Agriculture,3,Colluvial,0.4273,0
23.51513,88.72234,14.67,862.0,2,Degraded Forest,2,Alluvial,0.3473,0
25.91796,93.6068,35.38,1315.9,2,Degraded Forest,1,Laterite,0.4285,0
26.5986,92.6367,25.21,1142.0,1,Agriculture,0,Granite/Gneiss,0.2244,0
27.60291,91.44752,36.34,1102.2,2,Degraded Forest,2,Alluvial,0.4887,0
26.89069,90.88831,44.24,1547.1,1,Agriculture,0,Granite/Gneiss,0.3363,0
22.50536,95.78071,31.78,481.5,0,Dense Forest,3,Colluvial,0.3616,0
24.6859,91.36787,12.69,422.4,3,Urban,2,Alluvial,0.3527,0
24.00934,88.31875,22.66,471.7,2,Degraded Forest,0,Granite/Gneiss,0.3066,0
21.97445,91.6947,26.94,50.0,4,Barren,2,Alluvial,0.4055,0
22.08642,91.18886,14.01,377.4,2,Degraded Forest,3,Colluvial,0.3053,0
26.71354,92.70178,40.89,1269.9,1,Agriculture,4,Shale,0.587,1
28.51499,97.19802,48.24,1625.6,2,Degraded Forest,2,Alluvial,0.5148,0
25.1796,94.65381,23.91,844.0,2,Degraded Forest,0,Granite/Gneiss,0.1829,0
21.86904,94.41313,19.81,50.0,2,Degraded Forest,3,Colluvial,0.3385,0
24.51228,94.33906,30.21,970.8,3,Urban,3,Colluvial,0.5034,0
22.67368,90.60241,26.68,218.7,4,Barren,4,Shale,0.5485,0
26.48509,95.39203,20.69,1454.1,0,Dense Forest,2,Alluvial,0.2718,0
26.67095,95.37699,44.73,984.9,1,Agriculture,1,Laterite,0.3945,0
26.44099,90.9096,39.02,1113.3,2,Degraded Forest,4,Shale,0.7013,1
25.09971,89.4424,19.46,1302.9,2,Degraded Forest,2,Alluvial,0.3171,0
26.85654,92.53083,34.06,1352.1,2,Degraded Forest,0,Granite/Gneiss,0.3241,0
26.19344,91.487,39.3,1057.9,1,Agriculture,2,Alluvial,0.463,0
23.6347,94.82958,14.39,454.7,1,Agriculture,0,Granite/Gneiss,0.1265,0
21.74408,89.53906,8.52,50.0,0,Dense Forest,3,Colluvial,0.2235,0
25.98766,92.60349,31.98,1200.5,2,Degraded Forest,2,Alluvial,0.4787,0
28.6936,95.21078,38.49,1898.3,0,Dense Forest,0,Granite/Gneiss,0.2891,0
26.03239,92.52519,34.0,1170.0,2,Degraded Forest,3,Colluvial,0.5627,1
24.78513,88.84309,33.9,827.3,4,Barren,2,Alluvial,0.459,0
29.04685,92.91368,45.48,1918.4,0,Dense Forest,0,Granite/Gneiss,0.2262,0
26.17553,95.96384,32.45,871.1,0,Dense Forest,1,Laterite,0.2767,0
24.66034,93.22024,33.47,886.7,0,Dense Forest,3,Colluvial,0.4359,0
27.12091,89.58561,35.24,1451.6,1,Agriculture,1,Laterite,0.3187,0
25.79882,92.84584,25.15,1120.7,0,Dense Forest,3,Colluvial,0.4187,0
26.01062,94.24162,41.16,1003.8,1,Agriculture,0,Granite/Gneiss,0.3158,0
25.74335,91.35086,11.56,899.7,1,Agriculture,1,Laterite,0.3131,0
26.4626,91.83816,34.12,956.4,1,Agriculture,3,Colluvial,0.4675,0
25.06406,91.08303,25.46,1196.0,2,Degraded Forest,3,Colluvial,0.5606,1
23.53622,91.2539,15.25,547.0,4,Barren,1,Laterite,0.3565,0
21.82853,88.80416,18.62,89.2,0,Dense Forest,4,Shale,0.2716,0
24.98541,97.333,31.75,780.0,3,Urban,1,Laterite,0.3986,0
28.36158,94.75171,34.1,1452.6,0,Dense Forest,3,Colluvial,0.4435,0
26.27078,93.07881,21.72,1066.3,0,Dense Forest,3,Colluvial,0.3869,0
22.91615,90.56413,9.86,660.9,2,Degraded Forest,0,Granite/Gneiss,0.2077,0
25.71612,89.41205,45.32,1165.0,1,Agriculture,2,Alluvial,0.4593,0
24.46269,89.52598,41.5,932.3,0,Dense Forest,4,Shale,0.463,0
25.86284,96.38075,31.6,1273.5,0,Dense Forest,3,Colluvial,0.3821,0
28.82813,92.78366,31.51,2188.8,4,Barren,2,Alluvial,0.5273,0
29.30609,91.28406,43.11,1861.9,0,Dense Forest,1,Laterite,0.3405,0
24.73722,94.21518,9.53,742.8,3,Urban,3,Colluvial,0.414,0
29.27387,88.66281,46.67,1936.6,2,Degraded Forest,4,Shale,0.6766,1
23.76017,90.40718,15.52,738.3,0,Dense Forest,3,Colluvial,0.2391,0
26.27486,88.84492,23.22,1167.5,1,Agriculture,3,Colluvial,0.2926,0
23.12023,91.19897,28.9,285.8,0,Dense Forest,1,Laterite,0.2137,0
26.43718,92.16037,32.28,1248.1,0,Dense Forest,3,Colluvial,0.4121,0
22.27735,94.50758,24.84,383.8,0,Dense Forest,0,Granite/Gneiss,0.1015,0
25.6665,91.63867,40.28,1106.9,0,Dense Forest,3,Colluvial,0.4776,0
25.48362,93.08864,29.22,628.8,0,Dense Forest,1,Laterite,0.2744,0
26.70541,94.9357,34.48,953.2,0,Dense Forest,2,Alluvial,0.3345,0
24.09089,95.02984,33.18,826.3,1,Agriculture,3,Colluvial,0.4419,0
21.6301,92.93109,11.18,54.8,1,Agriculture,3,Colluvial,0.1653,0
23.47303,89.45755,31.64,988.8,4,Barren,4,Shale,0.6283,1
24.9656,92.72442,11.81,1148.0,0,Dense Forest,1,Laterite,0.1458,0
28.71079,91.65468,39.2,1468.8,2,Degraded Forest,1,Laterite,0.4301,0
25.85164,96.24766,32.82,1284.4,4,Barren,4,Shale,0.6685,1
24.95638,88.65812,18.32,1197.8,0,Dense Forest,1,Laterite,0.1458,0
23.62458,91.36084,25.92,489.0,1,Agriculture,3,Colluvial,0.3961,0
26.60986,89.40672,35.54,1232.5,1,Agriculture,4,Shale,0.4364,0
25.26016,89.49823,23.24,836.4,4,Barren,4,Shale,0.6266,1
24.65303,91.65415,20.66,584.9,2,Degraded Forest,2,Alluvial,0.4318,0
27.41557,96.64755,30.21,1746.4,1,Agriculture,3,Colluvial,0.4634,0
27.29146,95.1581,24.19,885.1,2,Degraded Forest,2,Alluvial,0.3863,0
26.92074,92.38228,48.21,1184.8,2,Degraded Forest,1,Laterite,0.4327,0
28.40547,97.07224,39.21,1569.2,1,Agriculture,0,Granite/Gneiss,0.244,0
21.55757,90.42643,4.39,144.4,3,Urban,3,Colluvial,0.32,0
26.43692,90.67195,32.53,962.9,2,Degraded Forest,0,Granite/Gneiss,0.316,0
27.10395,91.4963,37.93,1631.9,0,Dense Forest,3,Colluvial,0.3872,0
24.29235,91.3803,18.93,361.1,3,Urban,2,Alluvial,0.4112,0
22.42156,89.93619,15.54,50.0,1,Agriculture,1,Laterite,0.163,0
29.33437,93.64429,54.81,1874.3,2,Degraded Forest,0,Granite/Gneiss,0.4694,0
23.66434,91.97959,13.77,329.6,1,Agriculture,3,Colluvial,0.3462,0
24.04525,95.98486,19.89,714.2,3,Urban,2,Alluvial,0.3549,0
27.20394,93.88364,20.35,1235.4,2,Degraded Forest,3,Colluvial,0.4323,0
25.81061,88.20968,45.75,1231.4,2,Degraded Forest,0,Granite/Gneiss,0.3779,0
29.44555,92.31075,50.06,1702.2,4,Barren,0,Granite/Gneiss,0.4253,0
25.74102,93.5682,30.51,1343.1,0,Dense Forest,1,Laterite,0.3668,0
26.37439,93.43574,27.53,1322.6,0,Dense Forest,0,Granite/Gneiss,0.1867,0
24.61073,94.8735,20.52,648.3,1,Agriculture,1,Laterite,0.192,0
26.08655,92.80318,30.05,1256.8,1,Agriculture,3,Colluvial,0.4706,0
23.59393,92.23981,26.82,600.3,1,Agriculture,0,Granite/Gneiss,0.1744,0
26.64128,90.95823,25.77,1413.9,2,Degraded Forest,0,Granite/Gneiss,0.2268,0
25.55237,94.52867,26.49,1131.7,2,Degraded Forest,0,Granite/Gneiss,0.2915,0
25.38812,93.35971,36.44,1046.7,1,Agriculture,3,Colluvial,0.4926,0
26.68889,89.35007,47.33,1280.4,3,Urban,2,Alluvial,0.5616,1
23.76543,95.56967,27.84,790.6,2,Degraded Forest,1,Laterite,0.2467,0
24.70119,92.82323,21.71,1054.4,3,Urban,3,Colluvial,0.5456,0
25.22409,93.86842,27.73,965.2,4,Barren,2,Alluvial,0.5031,0
27.8637,96.52208,42.16,1653.1,0,Dense Forest,0,Granite/Gneiss,0.2029,0
25.94909,90.01493,29.35,1288.5,2,Degraded Forest,3,Colluvial,0.4666,0
23.56505,89.06923,28.44,886.0,1,Agriculture,1,Laterite,0.3367,0
21.75516,91.99843,10.12,443.8,3,Urban,1,Laterite,0.2446,0
22.46905,95.84907,31.54,524.0,2,Degraded Forest,3,Colluvial,0.5095,0
23.99698,90.16432,23.66,579.0,0,Dense Forest,1,Laterite,0.1706,0
29.4563,96.50478,39.79,1627.6,4,Barren,0,Granite/Gneiss,0.4171,0
26.0706,89.29166,36.87,1240.2,2,Degraded Forest,4,Shale,0.563,1
26.69177,93.70729,26.64,1378.5,4,Barren,2,Alluvial,0.5348,0
27.1422,92.17632,37.34,1290.1,0,Dense Forest,1,Laterite,0.306,0
25.16044,96.50471,39.94,656.7,3,Urban,3,Colluvial,0.5525,1
22.00356,92.96716,7.16,544.5,2,Degraded Forest,0,Granite/Gneiss,0.1796,0
25.87965,89.19155,40.95,1170.5,2,Degraded Forest,1,Laterite,0.4348,0
26.70666,95.06144,24.2,1029.8,3,Urban,1,Laterite,0.301,0
26.55171,91.34238,40.51,1211.2,2,Degraded Forest,3,Colluvial,0.5996,1
21.53091,94.32413,7.54,50.0,2,Degraded Forest,1,Laterite,0.1427,0
28.4984,89.66202,50.78,1811.0,0,Dense Forest,3,Colluvial,0.5292,0
23.53838,94.59744,18.04,928.7,3,Urban,0,Granite/Gneiss,0.2763,0
28.60699,94.24811,38.8,1661.9,2,Degraded Forest,3,Colluvial,0.5465,0
25.93111,95.04446,24.11,1078.5,3,Urban,1,Laterite,0.3418,0
27.58333,93.51975,18.52,1413.5,1,Agriculture,1,Laterite,0.1973,0
26.67294,88.73501,25.26,1219.0,1,Agriculture,3,Colluvial,0.3883,0
23.04254,92.3861,7.31,291.9,0,Dense Forest,2,Alluvial,0.1737,0
29.32935,88.36178,28.02,2138.0,3,Urban,2,Alluvial,0.4957,0
22.71286,91.85438,21.9,411.9,1,Agriculture,0,Granite/Gneiss,0.141,0
24.99992,90.37013,40.32,900.2,1,Agriculture,3,Colluvial,0.4901,0
27.95531,92.79677,53.59,1507.2,2,Degraded Forest,1,Laterite,0.458,0
26.66082,91.38518,25.05,1006.6,0,Dense Forest,3,Colluvial,0.4024,0
24.13081,95.17518,23.99,879.6,4,Barren,3,Colluvial,0.4524,0
26.7427,94.16328,43.98,1564.2,1,Agriculture,0,Granite/Gneiss,0.3057,0
22.62255,90.98819,8.72,50.0,4,Barren,1,Laterite,0.2662,0
26.30008,94.28084,42.63,1321.9,0,Dense Forest,3,Colluvial,0.463,0
25.39223,97.42181,39.36,1148.2,1,Agriculture,1,Laterite,0.377,0
28.49641,91.35568,25.67,1931.0,1,Agriculture,3,Colluvial,0.3516,0
22.19774,90.06181,3.0,498.1,2,Degraded Forest,1,Laterite,0.1908,0
24.26865,95.50515,22.18,1250.1,0,Dense Forest,2,Alluvial,0.2999,0
25.68154,91.39945,38.19,1120.9,1,Agriculture,0,Granite/Gneiss,0.3164,0
28.90544,92.17114,30.61,1964.8,4,Barren,0,Granite/Gneiss,0.4438,0
26.78094,91.1496,18.5,1290.7,0,Dense Forest,1,Laterite,0.1744,0
26.11664,93.3549,32.83,978.2,2,Degraded Forest,0,Granite/Gneiss,0.3426,0
24.42311,94.48963,31.02,899.4,2,Degraded Forest,1,Laterite,0.3901,0
23.44879,95.14004,16.87,737.2,0,Dense Forest,2,Alluvial,0.1892,0
24.30596,93.01284,20.73,799.7,2,Degraded Forest,1,Laterite,0.307,0
29.49237,91.60404,49.98,1566.2,2,Degraded Forest,1,Laterite,0.4968,0
24.27712,95.00933,18.45,435.1,0,Dense Forest,0,Granite/Gneiss,0.0006,0
29.20224,97.49653,37.52,1986.5,1,Agriculture,1,Laterite,0.3727,0
25.51497,90.50189,32.27,930.2,3,Urban,3,Colluvial,0.656,1
22.96399,90.11639,23.6,500.6,0,Dense Forest,2,Alluvial,0.129,0
29.47883,90.81926,43.13,1991.8,1,Agriculture,4,Shale,0.6125,1
25.80395,88.80799,43.02,1045.5,2,Degraded Forest,0,Granite/Gneiss,0.3806,0
27.11799,91.12747,42.07,1312.8,0,Dense Forest,1,Laterite,0.319,0
29.00245,92.77606,40.33,1762.0,4,Barren,1,Laterite,0.5263,0
24.90936,91.94163,17.46,985.4,0,Dense Forest,0,Granite/Gneiss,0.2062,0
23.56227,93.05584,30.66,660.0,1,Agriculture,4,Shale,0.4532,0
22.81997,91.03898,28.16,237.2,2,Degraded Forest,2,Alluvial,0.4126,0
27.7881,92.26548,37.79,1511.9,0,Dense Forest,2,Alluvial,0.3549,0
26.65971,90.95666,36.56,1048.8,2,Degraded Forest,1,Laterite,0.4169,0
26.2506,89.33078,38.42,1271.8,4,Barren,4,Shale,0.6483,1
28.40973,95.42582,53.74,1561.6,0,Dense Forest,3,Colluvial,0.4027,0
23.70914,95.8363,30.38,741.0,1,Agriculture,2,Alluvial,0.2906,0
26.2393,90.96467,36.33,1118.3,0,Dense Forest,4,Shale,0.5847,1
29.05122,96.00028,50.76,2027.8,3,Urban,4,Shale,0.735,1
27.47484,94.08015,46.61,1711.0,0,Dense Forest,0,Granite/Gneiss,0.2625,0
28.72272,91.24064,44.25,1814.0,1,Agriculture,0,Granite/Gneiss,0.3422,0
29.15355,89.08099,51.04,1748.6,2,Degraded Forest,0,Granite/Gneiss,0.4182,0
26.36568,94.27306,27.84,1007.3,1,Agriculture,2,Alluvial,0.2722,0
28.82872,91.56838,50.76,1941.3,0,Dense Forest,1,Laterite,0.4031,0
26.90746,91.85781,29.93,1303.4,4,Barren,3,Colluvial,0.5176,0
22.89347,97.38683,12.16,423.2,1,Agriculture,2,Alluvial,0.209,0
26.32906,94.031,32.08,1108.9,1,Agriculture,3,Colluvial,0.3968,0
25.00543,92.61718,17.41,612.2,0,Dense Forest,2,Alluvial,0.3028,0
29.35248,90.03296,39.67,2081.7,3,Urban,3,Colluvial,0.6009,1
29.34621,92.90289,47.45,1848.5,0,Dense Forest,1,Laterite,0.2288,0
25.12794,94.46408,30.83,543.8,0,Dense Forest,4,Shale,0.4717,0
26.10431,91.16949,37.38,1108.4,1,Agriculture,3,Colluvial,0.5177,0
26.85012,96.57873,40.3,1032.8,4,Barren,2,Alluvial,0.5861,1
23.75037,97.31844,26.43,724.4,0,Dense Forest,1,Laterite,0.2056,0
28.19623,91.46143,33.3,1697.3,0,Dense Forest,4,Shale,0.4681,0
26.09483,93.56431,39.62,1435.5,2,Degraded Forest,1,Laterite,0.3684,0
26.35407,92.36655,32.33,896.8,1,Agriculture,3,Colluvial,0.4352,0
25.79891,89.71692,33.04,1354.7,3,Urban,2,Alluvial,0.4961,0
24.96514,90.63126,28.83,983.5,2,Degraded Forest,3,Colluvial,0.5491,0
25.69598,91.55354,43.33,770.7,0,Dense Forest,4,Shale,0.5529,1
26.2871,93.59002,23.39,1542.5,2,Degraded Forest,2,Alluvial,0.3754,0
26.1516,90.54044,29.7,1121.7,0,Dense Forest,2,Alluvial,0.3103,0
26.86079,92.1899,39.35,1067.9,1,Agriculture,1,Laterite,0.3736,0
26.84605,88.85428,35.22,1510.8,2,Degraded Forest,0,Granite/Gneiss,0.3133,0
21.90325,94.0779,12.63,50.0,1,Agriculture,3,Colluvial,0.2511,0
25.96917,95.05924,16.42,1336.8,0,Dense Forest,0,Granite/Gneiss,0.1087,0
25.8757,92.51569,29.11,1046.1,0,Dense Forest,1,Laterite,0.2704,0
23.13414,91.84678,24.03,397.8,3,Urban,1,Laterite,0.3013,0
27.52781,95.04743,41.95,1195.9,3,Urban,1,Laterite,0.3855,0
25.92006,91.88752,30.23,885.8,1,Agriculture,3,Colluvial,0.4314,0
23.1258,97.37702,22.52,497.9,0,Dense Forest,1,Laterite,0.1746,0
28.0653,92.07041,30.47,1249.4,4,Barren,3,Colluvial,0.4886,0
26.22456,95.05122,35.83,1300.9,1,Agriculture,1,Laterite,0.2917,0
23.76142,93.91629,23.56,503.9,1,Agriculture,1,Laterite,0.267,0
26.03298,94.60971,33.32,1040.6,2,Degraded Forest,1,Laterite,0.3984,0
27.21508,92.73492,34.68,1502.5,0,Dense Forest,1,Laterite,0.2994,0
25.87256,89.74659,33.1,1043.0,2,Degraded Forest,2,Alluvial,0.4767,0
25.33785,88.3304,34.47,1209.6,3,Urban,0,Granite/Gneiss,0.3556,0
24.81232,91.57505,29.46,435.2,0,Dense Forest,2,Alluvial,0.3186,0
23.54425,91.70148,8.08,720.0,2,Degraded Forest,1,Laterite,0.2598,0
26.49365,95.27203,35.94,1228.4,2,Degraded Forest,1,Laterite,0.391,0
22.06968,91.14563,14.03,96.6,4,Barren,3,Colluvial,0.4239,0
26.59402,95.18526,28.44,1436.0,0,Dense Forest,3,Colluvial,0.3407,0
28.99664,91.95921,53.91,1904.1,3,Urban,1,Laterite,0.5318,0
26.75901,96.17555,27.26,1328.9,1,Agriculture,1,Laterite,0.3245,0
26.6427,90.76678,27.73,1206.5,1,Agriculture,2,Alluvial,0.3573,0
24.78394,92.09195,9.38,697.8,0,Dense Forest,3,Colluvial,0.2045,0
26.27701,93.76621,44.44,959.0,3,Urban,3,Colluvial,0.6172,1
26.05392,90.37278,39.21,1397.8,0,Dense Forest,0,Granite/Gneiss,0.2334,0
24.36804,92.51119,23.1,910.7,3,Urban,2,Alluvial,0.4789,0
23.71396,96.46449,28.2,711.9,1,Agriculture,4,Shale,0.4667,0
28.11213,90.36933,21.99,1502.3,3,Urban,1,Laterite,0.4208,0
29.4087,97.37505,48.46,2286.2,0,Dense Forest,2,Alluvial,0.4274,0
26.21466,89.13542,25.82,1021.9,0,Dense Forest,1,Laterite,0.2438,0
24.42401,91.60961,39.36,682.3,2,Degraded Forest,2,Alluvial,0.5042,0
25.94294,94.94386,34.6,1462.3,1,Agriculture,1,Laterite,0.3617,0
26.05306,91.72833,33.12,1114.0,1,Agriculture,1,Laterite,0.2346,0
26.70396,94.39169,27.95,1618.5,2,Degraded Forest,3,Colluvial,0.4462,0
28.83652,91.11076,36.0,1826.4,0,Dense Forest,0,Granite/Gneiss,0.2179,0
25.79715,90.88603,35.85,963.9,2,Degraded Forest,4,Shale,0.6244,1
27.63079,91.14722,31.35,1440.3,0,Dense Forest,1,Laterite,0.211,0
25.4753,92.98813,22.95,851.1,0,Dense Forest,2,Alluvial,0.3303,0
25.96471,92.2913,43.0,1243.2,4,Barren,1,Laterite,0.6146,1
28.41505,88.96465,43.23,1900.5,1,Agriculture,2,Alluvial,0.4142,0
23.02302,89.02853,11.94,536.1,3,Urban,4,Shale,0.4242,0
22.1575,93.36996,21.88,304.7,0,Dense Forest,0,Granite/Gneiss,0.1206,0
23.57685,95.91371,20.56,359.4,0,Dense Forest,4,Shale,0.3562,0
26.31531,88.64566,18.93,1402.1,1,Agriculture,2,Alluvial,0.3168,0
29.38351,88.94549,40.57,2041.8,1,Agriculture,3,Colluvial,0.4375,0
23.69107,88.72053,14.83,648.6,0,Dense Forest,0,Granite/Gneiss,0.1927,0
22.75172,89.80104,21.74,321.4,0,Dense Forest,3,Colluvial,0.1946,0
26.11794,95.00965,27.07,1147.8,0,Dense Forest,0,Granite/Gneiss,0.1986,0
24.58002,88.87839,27.28,611.0,0,Dense Forest,4,Shale,0.374,0
21.56878,94.4832,20.59,50.0,3,Urban,3,Colluvial,0.5476,0
29.02067,90.83408,62.09,1732.2,1,Agriculture,2,Alluvial,0.5494,0
25.04182,93.2301,44.12,724.9,2,Degraded Forest,4,Shale,0.678,1
26.24032,89.75285,34.56,1065.0,0,Dense Forest,1,Laterite,0.3018,0
25.59969,94.93396,29.95,924.8,3,Urban,4,Shale,0.4756,0
26.77108,91.26613,30.01,1270.4,0,Dense Forest,3,Colluvial,0.4027,0
24.85929,88.68565,14.45,827.1,1,Agriculture,0,Granite/Gneiss,0.1582,0
26.82024,91.71453,16.66,686.4,0,Dense Forest,2,Alluvial,0.2663,0
26.91168,90.34441,28.55,1387.2,1,Agriculture,3,Colluvial,0.477,0
26.23274,93.22726,45.85,1191.2,3,Urban,3,Colluvial,0.6387,1
27.72978,91.67752,51.19,1693.9,1,Agriculture,2,Alluvial,0.5126,0
25.5775,92.37565,30.86,974.7,4,Barren,1,Laterite,0.4906,0
25.8606,97.32949,35.07,1298.0,3,Urban,1,Laterite,0.3469,0
24.08893,93.14153,19.87,651.9,0,Dense Forest,4,Shale,0.3476,0
22.26178,94.05992,17.62,339.4,1,Agriculture,1,Laterite,0.167,0
25.80071,92.08718,24.92,884.2,4,Barren,4,Shale,0.6375,1
23.98696,92.40122,18.1,886.8,0,Dense Forest,1,Laterite,0.1559,0
25.48828,91.99251,34.86,1257.4,3,Urban,1,Laterite,0.4729,0
28.96101,92.45852,38.14,2155.4,4,Barren,0,Granite/Gneiss,0.4321,0
25.94935,91.48423,35.62,992.6,3,Urban,4,Shale,0.6367,1
26.1889,91.65382,31.41,1260.9,2,Degraded Forest,0,Granite/Gneiss,0.4552,0
24.88939,95.66275,39.05,574.7,3,Urban,1,Laterite,0.359,0
24.99615,92.27551,32.53,509.2,2,Degraded Forest,3,Colluvial,0.5583,1
29.03118,94.4428,45.2,1907.2,1,Agriculture,3,Colluvial,0.4929,0
25.35407,92.13867,18.01,944.6,0,Dense Forest,3,Colluvial,0.4106,0
26.79794,92.90195,30.94,1035.0,3,Urban,4,Shale,0.5881,1
21.75832,94.02662,15.57,193.9,4,Barren,4,Shale,0.5527,1
24.0036,94.33485,24.82,850.0,1,Agriculture,3,Colluvial,0.367,0
28.58686,96.35014,46.88,1707.2,1,Agriculture,2,Alluvial,0.4573,0
23.81721,95.04319,25.34,867.1,1,Agriculture,2,Alluvial,0.2297,0
23.8623,90.87249,15.59,499.4,3,Urban,0,Granite/Gneiss,0.2041,0
27.40665,96.19662,41.89,1645.5,0,Dense Forest,3,Colluvial,0.3767,0
26.18699,96.28869,28.89,1077.8,2,Degraded Forest,1,Laterite,0.3897,0
26.91555,93.73377,30.13,1564.5,4,Barren,3,Colluvial,0.6234,1
23.65716,89.84748,14.27,331.1,0,Dense Forest,2,Alluvial,0.2105,0
26.3658,90.91349,30.44,1241.0,4,Barren,4,Shale,0.7199,1
26.56981,88.59379,29.55,1286.4,4,Barren,1,Laterite,0.4026,0
25.60757,93.62457,39.69,1119.6,4,Barren,3,Colluvial,0.7071,1
27.01746,92.29083,33.55,1271.1,1,Agriculture,2,Alluvial,0.3962,0
26.47746,96.70219,37.92,1306.3,1,Agriculture,4,Shale,0.5103,0
26.36821,91.68219,18.83,1155.7,2,Degraded Forest,1,Laterite,0.3774,0
28.81343,92.16895,48.38,1640.2,1,Agriculture,0,Granite/Gneiss,0.3725,0
26.56802,97.32366,39.14,1523.1,0,Dense Forest,2,Alluvial,0.3015,0
26.50722,96.93936,22.13,1242.2,4,Barren,2,Alluvial,0.497,0
29.22478,97.20357,36.99,1535.3,2,Degraded Forest,1,Laterite,0.3784,0
24.82274,96.7313,22.16,713.0,0,Dense Forest,4,Shale,0.3809,0
23.09659,90.73846,19.37,749.5,0,Dense Forest,0,Granite/Gneiss,0.0973,0
26.0742,88.1608,26.51,947.5,2,Degraded Forest,2,Alluvial,0.334,0
25.69512,94.12448,28.77,1152.1,3,Urban,1,Laterite,0.3477,0
28.65757,88.92141,47.07,1571.5,1,Agriculture,0,Granite/Gneiss,0.3004,0
28.1463,94.30439,35.46,1307.8,0,Dense Forest,4,Shale,0.475,0
24.69077,93.75488,29.34,914.0,2,Degraded Forest,2,Alluvial,0.427,0
25.84331,91.42974,32.69,1011.5,0,Dense Forest,4,Shale,0.526,0
25.99235,91.99679,8.19,1428.5,0,Dense Forest,3,Colluvial,0.3694,0
25.90139,93.39791,25.04,1315.4,1,Agriculture,3,Colluvial,0.4306,0
25.76064,89.24044,38.86,1311.7,1,Agriculture,2,Alluvial,0.4953,0
26.63557,94.57399,27.1,1468.7,1,Agriculture,4,Shale,0.4906,0
28.22262,93.88993,31.64,1750.5,3,Urban,1,Laterite,0.3764,0
27.98276,91.06331,47.6,1285.5,1,Agriculture,2,Alluvial,0.392,0
24.74779,94.07737,28.41,784.0,4,Barren,1,Laterite,0.4505,0
24.55787,92.16035,38.13,922.2,3,Urban,2,Alluvial,0.5462,0
23.83603,88.71213,20.04,567.5,2,Degraded Forest,4,Shale,0.4114,0
25.02962,89.93721,37.85,888.2,0,Dense Forest,2,Alluvial,0.3682,0
26.14915,90.83309,25.32,1291.0,3,Urban,3,Colluvial,0.5286,0
25.13557,90.9543,8.09,1129.2,4,Barren,1,Laterite,0.393,0
27.85311,92.3347,44.21,1344.9,1,Agriculture,4,Shale,0.6107,1
26.70736,93.55737,39.11,1405.7,1,Agriculture,0,Granite/Gneiss,0.3235,0
21.92468,89.02675,21.98,308.5,0,Dense Forest,4,Shale,0.397,0
23.59642,93.71114,21.21,373.9,0,Dense Forest,4,Shale,0.4305,0
27.98643,94.58485,51.06,1478.2,1,Agriculture,0,Granite/Gneiss,0.3475,0
25.79849,89.20898,38.04,1097.1,0,Dense Forest,3,Colluvial,0.4296,0
24.37881,88.53684,32.39,1025.7,0,Dense Forest,3,Colluvial,0.3881,0
26.78246,92.2574,35.78,1205.6,1,Agriculture,2,Alluvial,0.4557,0
27.34997,91.89359,26.16,1499.8,3,Urban,0,Granite/Gneiss,0.3709,0
26.85921,94.02446,35.64,1539.6,3,Urban,3,Colluvial,0.5378,0
